StartTime,StopTime,Duration,ActivityLabel,ActivityType
1776.244,1778.434,2.19,TurnL,Head Movement
1778.434,1779.789,1.355,FaceDown,Head Movement
1779.789,1781.399,1.61,FaceForward,Head Movement
1781.399,1791.723,10.324,TurnL,Head Movement
1785.177,1786.671,1.494,ListenL,AuralOral Communication
1786.671,1790.422,3.751,TalkL,AuralOral Communication
1790.664,1792.862,2.198,ListenL,AuralOral Communication
1791.765,1793.324,1.5590000000000002,Nod,Head Movement
1792.862,1794.108,1.246,TalkL,AuralOral Communication
1793.324,1794.628,1.304,FaceDown,Head Movement
1794.108,1796.965,2.857,ListenL,AuralOral Communication
1794.677,1796.864,2.187,TurnL,Head Movement
1796.864,1797.892,1.028,TurnR,Head Movement
1796.965,1799.48,2.515,TalkR,AuralOral Communication
1797.892,1799.909,2.017,Nod,Head Movement
1799.526,1807.226,7.7,TalkR,AuralOral Communication
1799.912,1801.211,1.299,FaceForward,Head Movement
1801.218,1808.124,6.906,TurnR,Head Movement
1808.124,1808.809,0.685,TurnL,Head Movement
1808.179,1808.87,0.691,ListenL,AuralOral Communication
1808.809,1810.876,2.067,TurnR,Head Movement
1808.87,1811.269,2.399,ListenR,AuralOral Communication
1810.923,1813.08,2.157,Nod,Head Movement
1811.269,1832.276,21.007,ListenL,AuralOral Communication
1813.08,1832.748,19.668,TurnL,Head Movement
1832.276,1839.387,7.111,TalkL,AuralOral Communication
1832.769,1835.069,2.3,Nod,Head Movement
1835.069,1836.34,1.271,FaceDown,Head Movement
1836.149,1839.612,3.463,Fidget,Others
1836.368,1839.262,2.894,TurnL,Head Movement
1839.262,1841.144,1.882,Nod,Head Movement
1839.387,1845.541,6.154,ListenL,AuralOral Communication
1841.144,1842.163,1.019,TurnL,Head Movement
1842.163,1843.583,1.42,Nod,Head Movement
1843.583,1847.483,3.9,FaceForward,Head Movement
1845.541,1866.17,20.629,TalkL,AuralOral Communication
1847.485,1850.577,3.092,TurnL,Head Movement
1850.577,1851.5,0.923,FaceForward,Head Movement
1851.5,1857.251,5.751,TurnL,Head Movement
1857.256,1858.456,1.2,Nod,Head Movement
1858.458,1861.715,3.257,FaceForward,Head Movement
1861.721,1865.34,3.619,TurnL,Head Movement
1865.34,1866.815,1.475,FaceForward,Head Movement
1866.861,1867.853,0.992,FaceDown,Head Movement
1866.936,1871.289,4.353,TalkU,AuralOral Communication
1867.72,1871.676,3.956,Fidget,Others
1867.853,1869.24,1.387,TurnR,Head Movement
1869.261,1870.262,1.001,FaceDown,Head Movement
1870.268,1871.461,1.193,TurnR,Head Movement
1871.471,1873.76,2.289,FaceForward,Head Movement
1873.76,1874.831,1.071,Shake,Head Movement
1874.167,1885.991,11.824,TalkU,AuralOral Communication
1874.831,1878.743,3.912,FaceForward,Head Movement
1878.743,1880.08,1.337,TurnR,Head Movement
1880.08,1882.036,1.956,FaceForward,Head Movement
1882.036,1889.464,7.428,TurnL,Head Movement
1886.333,1892.085,5.752,ListenL,AuralOral Communication
1889.464,1890.92,1.456,Nod,Head Movement
1890.942,1898.262,7.32,TurnL,Head Movement
1892.085,1896.458,4.373,TalkL,AuralOral Communication
1898.262,1958.558,60.296,,Others
1958.552,2078.597,120.045,ListenV,AuralOral Communication
1958.558,1959.373,0.815,FaceDown,Head Movement
1959.388,1960.135,0.747,FaceForward,Head Movement
1960.135,1962.19,2.055,FaceDown,Head Movement
1962.19,1964.417,2.227,FaceForward,Head Movement
1963.772,1995.076,31.304,Note,Others
1964.631,1994.583,29.952,FaceDown,Head Movement
1995.052,2079.733,84.681,ListenV,Head Movement
2044.171,2047.077,2.906,Fidget,Others
2079.738,2114.34,34.602,FaceDown,Head Movement
2080.793,2082.589,1.796,ListenU,AuralOral Communication
2083.97,2110.759,26.789,Note,Others
2114.541,2120.323,5.782,FaceForward,Head Movement
2120.54,2124.423,3.883,FaceDown,Head Movement
2124.555,2125.632,1.077,FaceForward,Head Movement
2125.647,2127.003,1.356,FaceDown,Head Movement
2125.664,2128.274,2.61,TalkL,AuralOral Communication
2127.01,2127.765,0.755,TurnL,Head Movement
2127.77,2130.505,2.735,FaceForward,Head Movement
2128.286,2145.385,17.099,ListenL,AuralOral Communication
2130.505,2148.566,18.061,TurnL,Head Movement
2145.951,2147.301,1.35,ListenL,AuralOral Communication
2148.274,2150.372,2.098,ListenR,AuralOral Communication
2148.566,2149.284,0.718,TurnR,Head Movement
2149.284,2150.063,0.779,FaceForward,Head Movement
2150.068,2152.456,2.388,Nod,Head Movement
2150.372,2153.577,3.205,TalkU,AuralOral Communication
2152.456,2157.074,4.618,TurnL,Head Movement
2154.568,2157.164,2.596,ListenL,AuralOral Communication
2157.074,2158.428,1.354,TurnR,Head Movement
2157.164,2158.987,1.823,ListenR,AuralOral Communication
2158.428,2161.798,3.37,Nod,Head Movement
2159.567,2165.186,5.619,ListenR,AuralOral Communication
2161.798,2165.324,3.526,Nod,Head Movement
2165.211,2171.627,6.416,ListenL,AuralOral Communication
2165.324,2171.196,5.872,TurnL,Head Movement
2171.196,2174.168,2.972,TurnR,Head Movement
2171.627,2174.357,2.73,ListenR,AuralOral Communication
2174.168,2180.621,6.453,TurnL,Head Movement
2174.357,2178.905,4.548,ListenL,AuralOral Communication
2178.905,2180.842,1.937,TalkL,AuralOral Communication
2180.621,2181.826,1.205,TurnR,Head Movement
2180.842,2182.274,1.432,ListenR,AuralOral Communication
2181.83,2184.116,2.286,Nod,Head Movement
2182.299,2184.731,2.432,ListenR,AuralOral Communication
2184.116,2187.655,3.539,FaceForward,Head Movement
2184.76,2201.064,16.304,TalkU,AuralOral Communication
2187.655,2189.439,1.784,Shake,Head Movement
2189.439,2190.367,0.928,FaceDown,Head Movement
2190.367,2191.174,0.807,TurnR ,Head Movement
2191.179,2191.975,0.796,TurnL,Head Movement
2191.986,2192.558,0.572,FaceForward,Head Movement
2192.558,2193.006,0.448,TurnL,Head Movement
2193.006,2194.858,1.852,FaceForward,Head Movement
2194.858,2195.878,1.02,Shake,Head Movement
2195.878,2200.282,4.404,TurnR,Head Movement
2200.282,2201.7,1.418,Nod,Head Movement
2201.064,2203.875,2.811,ListenL,AuralOral Communication
2201.726,2202.561,0.835,TurnL,Head Movement
2202.561,2210.024,7.463,TurnR,Head Movement
2203.875,2204.755,0.88,ListenR,AuralOral Communication
2204.755,2205.704,0.949,TalkR,AuralOral Communication
2205.704,2210.362,4.658,ListenR,AuralOral Communication
2210.024,2210.973,0.949,TurnL,Head Movement
2210.362,2211.65,1.288,ListenL,AuralOral Communication
2210.973,2213.541,2.568,Nod,Head Movement
2211.65,2215.042,3.392,TalkU,AuralOral Communication
2213.541,2215.311,1.77,FaceForward,Head Movement
2215.042,2217.172,2.13,ListenU,AuralOral Communication
2215.311,2216.23,0.919,FaceForward,Head Movement
2216.23,2217.804,1.5739999999999998,TurnL,Head Movement
2217.172,2217.804,0.632,ListenL,AuralOral Communication
2217.804,2218.782,0.978,TurnR,Head Movement
2217.804,2218.62,0.816,ListenR,AuralOral Communication
2218.622,2222.054,3.432,ListenL,AuralOral Communication
2218.792,2221.539,2.747,TurnL,Head Movement
2221.543,2226.929,5.386,TurnR,Head Movement
2222.054,2233.855,11.801,ListenR,AuralOral Communication
2226.929,2228.098,1.169,FaceDown,Head Movement
2228.098,2232.017,3.919,TurnR,Head Movement
2232.017,2233.017,1.0,FaceDown,Head Movement
2233.017,2233.62,0.603,TurnR,Head Movement
2233.639,2235.127,1.488,TurnL,Head Movement
2233.856,2235.394,1.538,ListenL,AuralOral Communication
2235.127,2247.921,12.794,TurnR,Head Movement
2235.394,2238.765,3.371,ListenR,AuralOral Communication
2238.765,2244.775,6.01,TalkR,AuralOral Communication
2244.775,2248.296,3.521,ListenR,AuralOral Communication
2247.921,2253.723,5.802,TurnL,Head Movement
2248.296,2265.436,17.14,ListenL,AuralOral Communication
2253.723,2254.995,1.272,FaceDown,Head Movement
2255.036,2268.002,12.966,TurnL,Head Movement
2265.484,2267.075,1.591,TalkL,AuralOral Communication
2267.075,2270.149,3.074,ListenL,AuralOral Communication
2268.002,2269.5460000000003,1.544,FaceForward,Head Movement
2269.546,2270.0460000000003,0.5,TurnL,Head Movement
2270.046,2273.965,3.919,TurnR,Head Movement
2270.149,2278.393,8.244,ListenR,AuralOral Communication
2273.988,2277.237,3.249,Nod,Head Movement
2277.24,2278.48,1.24,TurnL,Head Movement
2278.393,2281.267,2.874,ListenL,AuralOral Communication
2278.48,2280.164,1.6840000000000002,Nod,Head Movement
2280.18,2281.561,1.381,FaceForward,Head Movement
2281.267,2282.124,0.857,TalkU,AuralOral Communication
2281.561,2287.561,6.0,TurnL,Head Movement
2282.124,2293.747,11.623,ListenL,AuralOral Communication
2287.561,2290.794,3.233,Nod,Head Movement
2290.829,2295.973,5.144,FaceForward,Head Movement
2293.747,2300.992,7.245,TalkU,AuralOral Communication
2295.973,2300.061,4.088,TurnR,Head Movement
2300.077,2304.765,4.688,TurnL,Head Movement
2302.164,2305.589,3.425,ListenL,AuralOral Communication
2304.765,2307.813,3.048,Nod,Head Movement
2305.589,2309.775,4.186,TalkL,AuralOral Communication
2307.831,2310.32,2.489,Shake,Head Movement
2309.775,2311.964,2.189,ListenL,AuralOral Communication
2310.32,2311.524,1.204,FaceForward,Head Movement
2311.556,2313.436,1.88,TurnL,Head Movement
2313.098,2314.318,1.22,ListenR,AuralOral Communication
2313.436,2315.76,2.324,TurnR,Head Movement
2314.318,2315.2290000000003,0.911,ListenL,AuralOral Communication
2315.229,2316.784,1.5550000000000002,ListenR,AuralOral Communication
2315.769,2317.374,1.605,Nod,Head Movement
2316.784,2318.1040000000003,1.32,TalkR,AuralOral Communication
2317.399,2322.237,4.838,TurnR,Head Movement
2318.104,2331.374,13.27,ListenR,AuralOral Communication
2322.237,2326.717,4.48,Nod,Head Movement
2326.75,2328.399,1.649,TurnL,Head Movement
2328.404,2329.429,1.025,TurnR,Head Movement
2329.457,2338.98,9.523,TurnL,Head Movement
2331.374,2338.771,7.397,ListenL,AuralOral Communication
2338.771,2339.856,1.085,ListenR,AuralOral Communication
2338.98,2339.808,0.828,TurnR,Head Movement
2339.808,2349.186,9.378,TurnL,Head Movement
2339.856,2352.16,12.304,ListenL,AuralOral Communication
2349.186,2350.414,1.228,Nod,Head Movement
2350.414,2352.017,1.603,TurnL,Head Movement
2352.024,2354.26,2.236,TurnR,Head Movement
2352.16,2354.504,2.344,ListenR,AuralOral Communication
2354.267,2355.105,0.838,TurnL,Head Movement
2354.535,2356.363,1.828,ListenU,AuralOral Communication
2355.105,2362.385,7.28,TurnR,Head Movement
2356.363,2362.859,6.496,ListenR,AuralOral Communication
2362.385,2368.127,5.742,TurnL,Head Movement
2362.859,2370.142,7.283,ListenL,AuralOral Communication
2368.127,2372.176,4.049,Nod,Head Movement
2370.142,2370.98,0.838,TalkL,AuralOral Communication
2370.98,2378.289,7.309,ListenR,AuralOral Communication
2372.177,2377.002,4.825,TurnR,Head Movement
2377.002,2379.583,2.581,TurnL,Head Movement
2378.289,2380.174,1.885,ListenL,AuralOral Communication
2379.583,2381.848,2.265,TurnR,Head Movement
2380.174,2392.775,12.601,ListenR,AuralOral Communication
2381.848,2386.337,4.489,Nod,Head Movement
2386.337,2390.252,3.915,FaceForward,Head Movement
2390.252,2391.429,1.177,TurnR,Head Movement
2391.429,2399.157,7.728,TurnL,Head Movement
2392.775,2396.208,3.433,ListenL,AuralOral Communication
2396.208,2403.429,7.221,TalkU,AuralOral Communication
2399.157,2402.414,3.257,TurnR,Head Movement
2402.414,2403.583,1.169,TurnL,Head Movement
2403.444,2404.664,1.22,ListenR,AuralOral Communication
2403.583,2404.508,0.925,TurnR,Head Movement
2404.508,2406.414,1.906,FaceForward,Head Movement
2404.678,2409.066,4.388,TalkU,AuralOral Communication
2406.414,2407.774,1.36,TurnR,Head Movement
2407.808,2409.811,2.003,TurnL,Head Movement
2409.811,2411.532,1.721,FaceDown,Head Movement
2410.776,2418.907,8.131,TalkL,AuralOral Communication
2411.532,2421.487,9.955,TurnL,Head Movement
2418.907,2425.572,6.665,ListenL,AuralOral Communication
2421.487,2422.319,0.832,FaceDown,Head Movement
2422.319,2423.458,1.139,TurnL,Head Movement
2423.458,2424.76,1.302,Nod,Head Movement
2424.763,2427.563,2.8,TurnL,Head Movement
2425.572,2427.791,2.219,TalkL,AuralOral Communication
2427.563,2429.967,2.404,Nod,Head Movement
2427.791,2430.055,2.264,TalkL,AuralOral Communication
2429.967,2483.275,53.308,,Others
2483.275,2557.429,74.154,FaceForward,Head Movement
2508.754,2557.855,49.101,ListenV,AuralOral Communication
2557.429,2614.473,57.044,FaceDown,Head Movement
2558.75,2615.304,56.554,Note,Others
2562.039,2566.694,4.655,ListenU,AuralOral Communication
2614.473,2616.193,1.72,TurnL,Head Movement
2616.193,2616.9210000000003,0.728,FaceDown,Head Movement
2616.921,2618.039,1.118,TurnL,Head Movement
2618.052,2620.862,2.81,FaceForward,Head Movement
2620.862,2622.576,1.714,FaceDown,Head Movement
2622.576,2623.782,1.206,FaceForward,Head Movement
2623.812,2625.774,1.962,Shake,Head Movement
2625.783,2631.443,5.66,FaceForward,Head Movement
2631.465,2634.458,2.993,TurnL,Head Movement
2632.782,2639.192,6.41,ListenL,AuralOral Communication
2634.458,2635.282,0.824,FaceDown,Head Movement
2635.288,2638.362,3.074,TurnL,Head Movement
2638.398,2640.48,2.082,FaceForward,Head Movement
2639.22,2643.048,3.828,TalkU,AuralOral Communication
2640.48,2642.502,2.022,TurnL,Head Movement
2642.502,2643.105,0.603,TurnR,Head Movement
2643.108,2650.186,7.078,FaceForward,Head Movement
2645.562,2652.489,6.927,TalkU,AuralOral Communication
2650.186,2654.201,4.015,TurnL,Head Movement
2652.489,2654.561,2.072,ListenL,AuralOral Communication
2654.204,2655.574,1.37,Nod,Head Movement
2654.561,2655.977,1.416,TalkL,AuralOral Communication
2655.574,2656.745,1.171,FaceForward,Head Movement
2656.005,2657.87,1.865,TalkL,AuralOral Communication
2656.745,2660.127,3.382,TurnL,Head Movement
2657.87,2660.792,2.922,TalkU,AuralOral Communication
2660.127,2661.443,1.316,Nod,Head Movement
2660.792,2661.348,0.556,TalkU,AuralOral Communication
2661.348,2662.8,1.452,ListenL,AuralOral Communication
2661.461,2662.7960000000003,1.335,TurnL,Head Movement
2662.796,2663.693,0.897,Nod,Head Movement
2662.8,2663.782,0.982,TalkL,AuralOral Communication
2663.698,2672.135,8.437,FaceDown,Head Movement
2663.782,2664.767,0.985,ListenL,AuralOral Communication
2664.767,2668.657,3.89,TalkU,AuralOral Communication
2668.837,2673.704,4.867,ListenU,AuralOral Communication
2672.135,2679.465,7.33,TurnL,Head Movement
2673.782,2681.789,8.007,ListenL,AuralOral Communication
2679.465,2681.575,2.11,Nod,Head Movement
2681.579,2684.752,3.173,TurnR,Head Movement
2681.808,2684.752,2.944,ListenR,AuralOral Communication
2684.752,2686.635,1.883,ListenL,AuralOral Communication
2684.754,2686.355,1.601,TurnL,Head Movement
2686.355,2687.326,0.971,TurnR,Head Movement
2686.648,2687.399,0.751,ListenR,AuralOral Communication
2687.326,2689.377,2.051,TurnL,Head Movement
2687.401,2689.568,2.167,ListenL,AuralOral Communication
2689.407,2691.762,2.355,TurnR,Head Movement
2689.568,2702.848,13.28,ListenR,AuralOral Communication
2691.762,2693.958,2.196,Nod,Head Movement
2693.76,2695.651,1.891,Fidget,Others
2694.006,2696.4210000000003,2.415,Nod,Head Movement
2696.426,2698.3630000000003,1.937,Shake,Head Movement
2698.363,2700.615,2.252,TurnR,Head Movement
2700.615,2703.348,2.733,FaceForward,Head Movement
2702.848,2709.109,6.261,TalkU,AuralOral Communication
2703.348,2706.348,3.0,TurnL,Head Movement
2706.348,2708.024,1.6760000000000002,TurnR,Head Movement
2708.03,2710.62,2.59,TurnL,Head Movement
2710.481,2742.328,31.847,ListenL,AuralOral Communication
2710.62,2712.774,2.154,TurnL,Head Movement
2712.802,2713.554,0.752,FaceDown,Head Movement
2713.554,2722.576,9.022,TurnL,Head Movement
2722.576,2725.567,2.991,Shake,Head Movement
2725.567,2740.76,15.193,TurnL,Head Movement
2740.76,2742.635,1.875,Nod,Head Movement
2742.328,2743.343,1.015,ListenR,AuralOral Communication
2742.635,2744.517,1.882,TurnR,Head Movement
2743.35,2743.947,0.597,TalkR,AuralOral Communication
2743.947,2748.36,4.413,ListenL,AuralOral Communication
2744.517,2748.762,4.245,TurnL,Head Movement
2748.36,2752.745,4.385,TalkR,AuralOral Communication
2748.762,2749.774,1.012,TurnR,Head Movement
2749.802,2751.186,1.384,FaceForward,Head Movement
2751.187,2754.531,3.344,Nod,Head Movement
2752.765,2755.956,3.191,ListenL,AuralOral Communication
2754.531,2761.885,7.354,TurnL,Head Movement
2755.956,2762.443,6.487,TalkL,AuralOral Communication
2761.907,2763.0460000000003,1.139,TurnR,Head Movement
2762.465,2763.525,1.06,ListenR,AuralOral Communication
2763.046,2764.624,1.5779999999999998,Nod,Head Movement
2763.543,2779.84,16.297,TalkR,AuralOral Communication
2764.643,2767.774,3.131,TurnR,Head Movement
2767.776,2771.3810000000003,3.605,FaceForward,Head Movement
2771.384,2773.635,2.251,TurnL,Head Movement
2773.635,2778.784,5.149,TurnR,Head Movement
2778.784,2781.855,3.071,Nod,Head Movement
2779.863,2780.856,0.993,ListenR,AuralOral Communication
2780.856,2781.686,0.83,TalkR,AuralOral Communication
2781.69,2784.886,3.196,ListenR,AuralOral Communication
2781.855,2784.576,2.721,TurnR,Head Movement
2784.576,2786.5460000000003,1.97,Nod,Head Movement
2784.886,2786.033,1.147,TalkR,AuralOral Communication
2786.033,2790.548,4.515,ListenR,AuralOral Communication
2786.546,2787.885,1.339,TurnR,Head Movement
2787.899,2789.973,2.074,Nod,Head Movement
2789.973,2790.767,0.794,TurnL,Head Movement
2790.566,2791.158,0.592,ListenL,AuralOral Communication
2790.767,2794.7870000000003,4.02,TurnR,Head Movement
2791.16,2799.965,8.805,ListenR,AuralOral Communication
2794.787,2797.366,2.579,Nod,Head Movement
2797.366,2798.318,0.952,FaceForward,Head Movement
2798.318,2800.417,2.099,Shake,Head Movement
2799.965,2803.119,3.154,ListenL,AuralOral Communication
2800.417,2802.778,2.361,TurnL,Head Movement
2802.778,2807.098,4.32,FaceForward,Head Movement
2803.119,2811.684,8.565,ListenR,AuralOral Communication
2807.098,2809.017,1.919,Nod,Head Movement
2809.017,2811.48,2.463,TurnR,Head Movement
2811.48,2814.165,2.685,FaceForward,Head Movement
2811.684,2813.361,1.677,TalkU,AuralOral Communication
2813.361,2819.754,6.393,ListenL,AuralOral Communication
2814.165,2817.178,3.013,FaceForward,Head Movement
2817.178,2818.303,1.125,TurnL,Head Movement
2818.303,2819.612,1.309,TurnL,Head Movement
2819.612,2822.149,2.537,TurnR,Head Movement
2819.754,2833.734,13.98,ListenR,AuralOral Communication
2822.149,2824.527,2.378,Shake,Head Movement
2824.527,2829.786,5.259,TurnR,Head Movement
2829.786,2836.9880000000003,7.202,Nod,Head Movement
2833.734,2834.624,0.89,TalkU,AuralOral Communication
2834.631,2839.443,4.812,ListenR,AuralOral Communication
2836.988,2839.267,2.279,FaceForward,Head Movement
2839.267,2841.355,2.088,TurnL,Head Movement
2839.443,2841.75,2.307,ListenL,AuralOral Communication
2841.355,2842.752,1.397,TurnR,Head Movement
2841.75,2843.385,1.635,ListenR,AuralOral Communication
2842.756,2846.752,3.996,TurnR,Head Movement
2843.385,2844.458,1.073,TalkR,AuralOral Communication
2845.083,2846.7960000000003,1.713,ListenR,AuralOral Communication
2846.752,2850.7290000000003,3.977,Nod,Head Movement
2846.804,2847.568,0.764,TalkR,AuralOral Communication
2847.578,2851.033,3.455,ListenR,AuralOral Communication
2850.729,2858.784,8.055,TurnR,Head Movement
2851.033,2858.741,7.708,TalkR,AuralOral Communication
2858.741,2860.043,1.302,ListenR,AuralOral Communication
2858.784,2863.112,4.328,Nod,Head Movement
2860.043,2861.227,1.184,TalkR,AuralOral Communication
2861.227,2861.889,0.662,ListenL,AuralOral Communication
2861.892,2864.605,2.713,ListenR,AuralOral Communication
2863.112,2865.097,1.985,TurnR,Head Movement
2864.605,2870.178,5.573,TalkR,AuralOral Communication
2865.097,2868.664,3.567,FaceForward,Head Movement
2868.664,2871.23,2.566,TurnR,Head Movement
2870.178,2871.149,0.971,ListenR,AuralOral Communication
2871.168,2873.969,2.801,ListenL,AuralOral Communication
2871.26,2873.05,1.79,TurnL,Head Movement
2873.05,2879.757,6.707,TurnR,Head Movement
2873.97,2880.587,6.617,ListenR,AuralOral Communication
2879.757,2883.968,4.211,Nod,Head Movement
2880.587,2882.318,1.731,TalkU,AuralOral Communication
2882.318,2883.848,1.53,ListenR,AuralOral Communication
2883.848,2885.223,1.375,ListenL,AuralOral Communication
2883.968,2885.519,1.5510000000000002,Nod,Head Movement
2885.223,2893.37,8.147,ListenR,AuralOral Communication
2885.519,2886.289,0.77,TurnR,Head Movement
2886.289,2887.399,1.11,FaceDown,Head Movement
2887.399,2892.761,5.362,TurnR,Head Movement
2892.761,2895.2470000000003,2.486,Nod,Head Movement
2893.419,2894.443,1.024,TalkR,AuralOral Communication
2894.444,2895.359,0.915,ListenR,AuralOral Communication
2895.247,2900.375,5.128,FaceForward,Head Movement
2895.359,2927.09,31.731,TalkR,AuralOral Communication
2900.375,2902.561,2.186,FaceDown,Head Movement
2902.561,2905.754,3.193,TurnR,Head Movement
2905.754,2911.4970000000003,5.743,FaceDown,Head Movement
2911.497,2912.09,0.593,TurnR,Head Movement
2912.09,2926.223,14.133,FaceForward,Head Movement
2926.227,2927.355,1.128,FaceDown,Head Movement
2927.09,2928.306,1.216,ListenR,AuralOral Communication
2927.355,2928.001,0.646,TurnR,Head Movement
2928.001,2928.715,0.714,FaceDown,Head Movement
2928.306,2929.887,1.581,TalkR,AuralOral Communication
2928.715,2929.59,0.875,TurnR,Head Movement
2929.604,3001.976,72.372,N/A ,Others
3001.976,3008.112,6.136,FaceForward,Head Movement
3001.981,3005.831,3.85,ListenU,AuralOral Communication
3005.831,3065.283,59.452,ListenV,AuralOral Communication
3008.112,3009.925,1.813,FaceDown,Head Movement
3009.925,3010.576,0.651,FaceForward,Head Movement
3010.576,3013.848,3.272,FaceDown,Head Movement
3013.873,3016.326,2.453,FaceForward,Head Movement
3016.326,3025.105,8.779,FaceDown,Head Movement
3025.105,3032.532,7.427,FaceForward,Head Movement
3032.532,3033.899,1.367,FaceDown,Head Movement
3033.899,3035.561,1.662,FaceForward,Head Movement
3034.794,3063.621,28.827,Note,Others
3035.561,3044.899,9.338,FaceDown,Head Movement
3045.083,3045.612,0.529,FaceForward,Head Movement
3045.761,3048.767,3.006,FaceDown,Head Movement
3048.792,3050.0460000000003,1.254,FaceForward,Head Movement
3050.046,3052.267,2.221,FaceDown ,Head Movement
3052.267,3053.561,1.294,FaceForward,Head Movement
3053.561,3062.34,8.779,FaceDown,Head Movement
3062.34,3065.311,2.971,FaceForward,Head Movement
3065.682,3117.245,51.563,ListenV,AuralOral Communication
3065.685,3121.042,55.357,FaceForward,Head Movement
3117.246,3120.152,2.906,ListenU,AuralOral Communication
3121.054,3144.801,23.747,FaceDown,Head Movement
3134.216,3138.331,4.115,Note,Others
3144.801,3152.718,7.917,FaceForward,Head Movement
3151.788,3155.468,3.68,TalkL,AuralOral Communication
3152.718,3158.414,5.696,TurnL,Head Movement
3155.468,3158.298,2.83,ListenL,AuralOral Communication
3158.298,3160.5750000000003,2.277,TalkL,AuralOral Communication
3158.414,3160.627,2.213,Nod,Head Movement
3160.575,3162.743,2.168,ListenL,AuralOral Communication
3160.627,3162.045,1.418,TurnL,Head Movement
3162.082,3164.351,2.269,Nod,Head Movement
3162.743,3164.132,1.389,TalkL,AuralOral Communication
3164.132,3171.489,7.357,TalkU,AuralOral Communication
3164.351,3166.253,1.902,TurnL,Head Movement
3166.253,3168.7380000000003,2.485,FaceForward,Head Movement
3168.738,3169.798,1.06,FaceDown,Head Movement
3169.804,3178.494,8.69,TurnL,Head Movement
3171.489,3172.1240000000003,0.635,ListenL,AuralOral Communication
3172.124,3175.334,3.21,TalkL,AuralOral Communication
3175.334,3178.714,3.38,ListenL,AuralOral Communication
3178.494,3180.3,1.806,FaceForward,Head Movement
3178.714,3204.868,26.154,TalkU,AuralOral Communication
3180.3,3185.004,4.704,TurnL,Head Movement
3185.004,3185.948,0.944,TurnR,Head Movement
3185.959,3189.864,3.905,FaceForward,Head Movement
3189.864,3193.034,3.17,TurnR,Head Movement
3193.034,3201.342,8.308,FaceForward,Head Movement
3201.342,3204.447,3.105,TurnR,Head Movement
3204.447,3222.042,17.595,TurnL,Head Movement
3204.868,3208.251,3.383,ListenL,AuralOral Communication
3208.251,3211.895,3.644,TalkL,AuralOral Communication
3214.725,3216.553,1.828,TalkL,AuralOral Communication
3216.553,3222.391,5.838,TalkL,AuralOral Communication
3222.042,3224.378,2.336,TurnR,Head Movement
3222.391,3225.388,2.997,ListenR,AuralOral Communication
3224.378,3225.896,1.518,FaceForward,Head Movement
3225.388,3243.619,18.231,TalkR,AuralOral Communication
3225.903,3226.5660000000003,0.663,FaceForward,Head Movement
3226.566,3227.391,0.825,TurnR,Head Movement
3227.396,3230.74,3.344,FaceDown,Head Movement
3230.78,3231.954,1.174,TurnR,Head Movement
3231.954,3235.821,3.867,FaceForward,Head Movement
3235.821,3238.256,2.435,FaceDown,Head Movement
3238.256,3238.591,0.335,TurnR,Head Movement
3238.591,3239.234,0.643,FaceDown,Head Movement
3239.234,3240.948,1.714,TurnR,Head Movement
3240.959,3241.53,0.571,FaceDown,Head Movement
3241.537,3243.365,1.828,TurnR,Head Movement
3243.367,3257.804,14.437,TurnL,Head Movement
3243.907,3248.929,5.022,TalkL,AuralOral Communication
3252.13,3257.598,5.468,ListenL,AuralOral Communication
3257.598,3259.186,1.588,TalkL,AuralOral Communication
3257.804,3259.829,2.025,TurnL,Head Movement
3259.186,3334.737,75.551,TalkU,AuralOral Communication
3259.829,3266.139,6.31,FaceForward,Head Movement
3266.139,3268.073,1.934,TurnL,Head Movement
3268.073,3268.881,0.808,TurnR,Head Movement
3268.881,3272.741,3.86,FaceForward,Head Movement
3272.741,3274.4410000000003,1.7,TurnR,Head Movement
3274.441,3277.9790000000003,3.5380000000000003,TurnL,Head Movement
3277.987,3278.727,0.74,TurnR,Head Movement
3278.727,3282.378,3.651,FaceForward,Head Movement
3282.415,3283.79,1.375,TurnL,Head Movement
3283.815,3291.544,7.729,FaceForward,Head Movement
3291.544,3297.048,5.504,TurnL,Head Movement
3297.048,3298.962,1.914,TurnR,Head Movement
3298.962,3303.031,4.069,TurnL,Head Movement
3303.031,3305.486,2.455,TurnR,Head Movement
3305.486,3309.039,3.553,TurnL,Head Movement
3309.039,3310.152,1.113,FaceForward,Head Movement
3310.152,3311.203,1.051,TurnL,Head Movement
3311.207,3311.857,0.65,TurnR,Head Movement
3311.857,3318.067,6.21,FaceForward,Head Movement
3318.078,3319.38,1.302,TurnR,Head Movement
3319.38,3321.432,2.052,Shake,Head Movement
3321.439,3327.663,6.224,TurnL,Head Movement
3327.663,3331.668,4.005,TurnR,Head Movement
3331.673,3335.042,3.369,Shake,Head Movement
3335.048,3335.945,0.897,FaceForward,Head Movement
3335.576,3337.712,2.136,TalkR,AuralOral Communication
3335.947,3337.804,1.857,TurnR,Head Movement
3337.804,3338.594,0.79,TalkL,Head Movement
3338.594,3339.452,0.858,TurnR,Head Movement
3338.727,3351.607,12.88,TalkU,AuralOral Communication
3339.452,3340.176,0.724,FaceDown,Head Movement
3340.176,3345.857,5.681,FaceForward,Head Movement
3345.857,3349.397,3.54,TurnL,Head Movement
3349.397,3351.887,2.49,TurnR,Head Movement
