StartTime,StopTime,Duration,ActivityLabel,ActivityType
2655.574,2656.745,1.171,FaceForward,Head Movement
2656.745,2660.127,3.382,TurnL,Head Movement
2660.127,2661.443,1.316,Nod,Head Movement
2661.461,2662.7960000000003,1.335,TurnL,Head Movement
2662.7960000000003,2663.693,0.897,Nod,Head Movement
2663.6980000000003,2672.135,8.437,FaceDown,Head Movement
2672.135,2679.465,7.33,TurnL,Head Movement
2679.465,2681.575,2.11,Nod,Head Movement
2681.579,2684.752,3.173,TurnR,Head Movement
2684.754,2686.355,1.601,TurnL,Head Movement
2686.355,2687.326,0.971,TurnR,Head Movement
2687.326,2689.377,2.051,TurnL,Head Movement
2689.407,2691.762,2.355,TurnR,Head Movement
2691.762,2693.958,2.196,Nod,Head Movement
2694.0060000000003,2696.4210000000003,2.415,Nod,Head Movement
2696.426,2698.3630000000003,1.937,Shake,Head Movement
2698.3630000000003,2700.615,2.252,TurnR,Head Movement
2700.615,2703.348,2.733,FaceForward,Head Movement
2703.348,2706.348,3.0,TurnL,Head Movement
2706.348,2708.024,1.6760000000000002,TurnR,Head Movement
2708.03,2710.62,2.59,TurnL,Head Movement
2710.62,2712.774,2.154,TurnL,Head Movement
2712.802,2713.554,0.752,FaceDown,Head Movement
2713.554,2722.576,9.022,TurnL,Head Movement
2722.576,2725.567,2.991,Shake,Head Movement
2725.567,2740.76,15.193,TurnL,Head Movement
2740.76,2742.635,1.875,Nod,Head Movement
2742.635,2744.517,1.882,TurnR,Head Movement
2744.517,2748.762,4.245,TurnL,Head Movement
2748.762,2749.774,1.012,TurnR,Head Movement
2749.802,2751.186,1.384,FaceForward,Head Movement
2751.187,2754.531,3.344,Nod,Head Movement
2754.531,2761.885,7.354,TurnL,Head Movement
2761.907,2763.0460000000003,1.139,TurnR,Head Movement
2763.0460000000003,2764.624,1.5779999999999998,Nod,Head Movement
2764.643,2767.774,3.131,TurnR,Head Movement
2767.776,2771.3810000000003,3.605,FaceForward,Head Movement
2771.384,2773.635,2.251,TurnL,Head Movement
2773.635,2778.784,5.149,TurnR,Head Movement
2778.784,2781.855,3.071,Nod,Head Movement
2781.855,2784.576,2.721,TurnR,Head Movement
2784.576,2786.5460000000003,1.97,Nod,Head Movement
2786.5460000000003,2787.885,1.339,TurnR,Head Movement
2787.899,2789.973,2.074,Nod,Head Movement
2789.973,2790.767,0.794,TurnL,Head Movement
2790.767,2794.7870000000003,4.02,TurnR,Head Movement
2794.7870000000003,2797.366,2.579,Nod,Head Movement
2797.366,2798.318,0.952,FaceForward,Head Movement
2798.318,2800.417,2.099,Shake,Head Movement
2800.417,2802.778,2.361,TurnL,Head Movement
2802.778,2807.098,4.32,FaceForward,Head Movement
2807.098,2809.017,1.919,Nod,Head Movement
2809.017,2811.48,2.463,TurnR,Head Movement
2811.48,2814.165,2.685,FaceForward,Head Movement
2814.165,2817.178,3.013,FaceForward,Head Movement
2817.178,2818.303,1.125,TurnL,Head Movement
2818.303,2819.612,1.309,TurnL,Head Movement
2819.612,2822.149,2.537,TurnR,Head Movement
2822.149,2824.527,2.378,Shake,Head Movement
2824.527,2829.786,5.259,TurnR,Head Movement
2829.786,2836.9880000000003,7.202,Nod,Head Movement
2836.9880000000003,2839.267,2.279,FaceForward,Head Movement
2839.267,2841.355,2.088,TurnL,Head Movement
2841.355,2842.752,1.397,TurnR,Head Movement
2842.7560000000003,2846.752,3.996,TurnR,Head Movement
2846.752,2850.7290000000003,3.977,Nod,Head Movement
2850.7290000000003,2858.784,8.055,TurnR,Head Movement
2858.784,2863.112,4.328,Nod,Head Movement
2863.112,2865.097,1.985,TurnR,Head Movement
2865.097,2868.664,3.567,FaceForward,Head Movement
2868.664,2871.23,2.566,TurnR,Head Movement
2871.26,2873.05,1.79,TurnL,Head Movement
2873.05,2879.757,6.707,TurnR,Head Movement
2879.757,2883.968,4.211,Nod,Head Movement
2883.968,2885.519,1.5510000000000002,Nod,Head Movement
2885.519,2886.289,0.77,TurnR,Head Movement
2886.289,2887.399,1.11,FaceDown,Head Movement
2887.399,2892.761,5.362,TurnR,Head Movement
2892.761,2895.2470000000003,2.486,Nod,Head Movement
2895.2470000000003,2900.375,5.128,FaceForward,Head Movement
2900.375,2902.561,2.186,FaceDown,Head Movement
2902.561,2905.754,3.193,TurnR,Head Movement
2905.754,2911.4970000000003,5.743,FaceDown,Head Movement
2911.4970000000003,2912.09,0.593,TurnR,Head Movement
2912.09,2926.223,14.133,FaceForward,Head Movement
2926.227,2927.355,1.128,FaceDown,Head Movement
2927.355,2928.001,0.646,TurnR,Head Movement
2928.001,2928.715,0.714,FaceDown,Head Movement
2928.715,2929.59,0.875,TurnR,Head Movement
3001.976,3008.112,6.136,FaceForward,Head Movement
3008.112,3009.925,1.813,FaceDown,Head Movement
3009.925,3010.576,0.651,FaceForward,Head Movement
3010.576,3013.848,3.272,FaceDown,Head Movement
3013.873,3016.326,2.453,FaceForward,Head Movement
3016.326,3025.105,8.779,FaceDown,Head Movement
3025.105,3032.532,7.427,FaceForward,Head Movement
3032.532,3033.899,1.367,FaceDown,Head Movement
3033.899,3035.561,1.662,FaceForward,Head Movement
3035.561,3044.899,9.338,FaceDown,Head Movement
3045.083,3045.612,0.529,FaceForward,Head Movement
3045.761,3048.767,3.006,FaceDown,Head Movement
3048.792,3050.0460000000003,1.254,FaceForward,Head Movement
3052.267,3053.561,1.294,FaceForward,Head Movement
3053.561,3062.34,8.779,FaceDown,Head Movement
3062.34,3065.311,2.971,FaceForward,Head Movement
3065.685,3121.042,55.357,FaceForward,Head Movement
3121.054,3144.801,23.747,FaceDown,Head Movement
3144.801,3152.718,7.917,FaceForward,Head Movement
3152.718,3158.414,5.696,TurnL,Head Movement
3158.414,3160.627,2.213,Nod,Head Movement
3160.627,3162.045,1.418,TurnL,Head Movement
3162.082,3164.351,2.269,Nod,Head Movement
3164.351,3166.253,1.902,TurnL,Head Movement
3166.253,3168.7380000000003,2.485,FaceForward,Head Movement
3168.7380000000003,3169.798,1.06,FaceDown,Head Movement
3169.804,3178.494,8.69,TurnL,Head Movement
3178.494,3180.3,1.806,FaceForward,Head Movement
3180.3,3185.004,4.704,TurnL,Head Movement
3185.004,3185.948,0.944,TurnR,Head Movement
3185.959,3189.864,3.905,FaceForward,Head Movement
3189.864,3193.034,3.17,TurnR,Head Movement
3193.034,3201.342,8.308,FaceForward,Head Movement
3201.342,3204.447,3.105,TurnR,Head Movement
3204.447,3222.042,17.595,TurnL,Head Movement
3222.042,3224.378,2.336,TurnR,Head Movement
3224.378,3225.896,1.518,FaceForward,Head Movement
3225.903,3226.5660000000003,0.663,FaceForward,Head Movement
3226.5660000000003,3227.391,0.825,TurnR,Head Movement
3227.396,3230.74,3.344,FaceDown,Head Movement
3230.78,3231.954,1.174,TurnR,Head Movement
3231.954,3235.821,3.867,FaceForward,Head Movement
3235.821,3238.256,2.435,FaceDown,Head Movement
3238.256,3238.591,0.335,TurnR,Head Movement
3238.591,3239.234,0.643,FaceDown,Head Movement
3239.234,3240.948,1.714,TurnR,Head Movement
3240.959,3241.53,0.571,FaceDown,Head Movement
3241.5370000000003,3243.365,1.828,TurnR,Head Movement
3243.367,3257.804,14.437,TurnL,Head Movement
3257.804,3259.829,2.025,TurnL,Head Movement
3259.829,3266.139,6.31,FaceForward,Head Movement
3266.139,3268.073,1.934,TurnL,Head Movement
3268.073,3268.881,0.808,TurnR,Head Movement
3268.881,3272.741,3.86,FaceForward,Head Movement
3272.741,3274.4410000000003,1.7,TurnR,Head Movement
3274.4410000000003,3277.9790000000003,3.5380000000000003,TurnL,Head Movement
3277.987,3278.727,0.74,TurnR,Head Movement
3278.727,3282.378,3.651,FaceForward,Head Movement
3282.415,3283.79,1.375,TurnL,Head Movement
3283.815,3291.544,7.729,FaceForward,Head Movement
3291.544,3297.048,5.504,TurnL,Head Movement
3297.048,3298.962,1.914,TurnR,Head Movement
3298.962,3303.031,4.069,TurnL,Head Movement
3303.031,3305.486,2.455,TurnR,Head Movement
3305.486,3309.039,3.553,TurnL,Head Movement
3309.039,3310.152,1.113,FaceForward,Head Movement
3310.152,3311.203,1.051,TurnL,Head Movement
3311.207,3311.857,0.65,TurnR,Head Movement
3311.857,3318.067,6.21,FaceForward,Head Movement
3318.078,3319.38,1.302,TurnR,Head Movement
3319.38,3321.432,2.052,Shake,Head Movement
3321.439,3327.663,6.224,TurnL,Head Movement
3327.663,3331.668,4.005,TurnR,Head Movement
3331.673,3335.042,3.369,Shake,Head Movement
3335.048,3335.945,0.897,FaceForward,Head Movement
3335.947,3337.804,1.857,TurnR,Head Movement
3337.804,3338.594,0.79,TalkL,Head Movement
3338.594,3339.452,0.858,TurnR,Head Movement
3339.452,3340.176,0.724,FaceDown,Head Movement
3340.176,3345.857,5.681,FaceForward,Head Movement
3345.857,3349.397,3.54,TurnL,Head Movement
3349.397,3351.887,2.49,TurnR,Head Movement
3351.89,3354.137,2.247,TurnL,Head Movement
3354.145,3355.07,0.925,TurnR,Head Movement
3355.07,3356.318,1.248,FaceForward,Head Movement
3356.318,3360.799,4.481,TurnR,Head Movement
3360.799,3363.011,2.212,Nod,Head Movement
3363.011,3365.081,2.07,TurnL,Head Movement
3365.081,3366.646,1.565,TurnL,Head Movement
3366.646,3369.004,2.358,FaceForward,Head Movement
3369.004,3370.915,1.911,Shake,Head Movement
3370.915,3371.452,0.537,TurnL,Head Movement
3371.452,3374.319,2.867,FaceDown,Head Movement
3374.324,3376.018,1.694,TurnL,Head Movement
3376.018,3377.3720000000003,1.354,FaceDown,Head Movement
3377.3720000000003,3378.081,0.709,TurnR,Head Movement
3378.081,3380.572,2.491,FaceDown,Head Movement
3380.582,3381.762,1.18,Nod,Head Movement
3381.762,3384.087,2.325,TurnL,Head Movement
3384.094,3386.42,2.326,Shake,Head Movement
3386.42,3388.07,1.65,FaceForward,Head Movement
3388.07,3388.746,0.676,TurnL,Head Movement
3388.746,3394.364,5.618,TurnL,Head Movement
3394.364,3401.743,7.379,FaceDown,Head Movement
3401.743,3407.691,5.948,FaceForward,Head Movement
3407.691,3408.646,0.955,FaceDown,Head Movement
3408.646,3415.081,6.435,FaceForward,Head Movement
3415.081,3416.389,1.308,Nod,Head Movement
3416.389,3422.389,6.0,FaceForward,Head Movement
3422.389,3423.178,0.789,Nod,Head Movement
3423.178,3423.882,0.704,FaceForward,Head Movement
3423.882,3441.278,17.396,TurnL,Head Movement
3441.28,3446.339,5.059,TurnL,Head Movement
3446.339,3449.103,2.764,TurnL,Head Movement
3449.103,3449.8540000000003,0.751,TurnR,Head Movement
3449.8540000000003,3451.018,1.164,TurnL,Head Movement
3451.018,3453.425,2.407,FaceDown,Head Movement
3453.425,3454.031,0.606,TurnL,Head Movement
3454.031,3458.987,4.956,FaceDown,Head Movement
3458.99,3460.605,1.615,TurnL,Head Movement
3460.605,3461.923,1.318,TurnR,Head Movement
3461.923,3463.547,1.624,TurnL,Head Movement
3463.5550000000003,3469.156,5.601,FaceForward,Head Movement
3469.156,3471.02,1.864,TurnL,Head Movement
3471.022,3471.741,0.719,,Head Movement
3471.741,3473.957,2.216,FaceDown,Head Movement
3473.957,3476.502,2.545,TurnL,Head Movement
3476.502,3477.4,0.898,TurnR,Head Movement
3477.41,3486.682,9.272,FaceDown,Head Movement
3486.682,3488.48,1.798,FaceForward,Head Movement
3488.48,3496.328,7.848,FaceDown,Head Movement
3496.328,3502.732,6.404,FaceDown,Head Movement
3503.125,3512.312,9.187,FaceDown,Head Movement
3512.3140000000003,3516.509,4.195,TurnL,Head Movement
3516.509,3517.3610000000003,0.852,TurnR,Head Movement
3517.379,3518.5440000000003,1.165,TurnL,Head Movement
3518.5440000000003,3520.8630000000003,2.319,FaceDown,Head Movement
3520.864,3521.404,0.54,FaceForward,Head Movement
3521.404,3524.599,3.195,FaceDown,Head Movement
3524.599,3527.078,2.479,FaceForward,Head Movement
3527.078,3528.509,1.431,TurnL,Head Movement
3528.509,3529.101,0.592,TurnR,Head Movement
3529.101,3531.1620000000003,2.061,FaceDown,Head Movement
3531.1620000000003,3533.871,2.709,TurnR,Head Movement
3533.871,3535.498,1.627,FaceForward,Head Movement
3535.498,3537.565,2.067,TurnR,Head Movement
3537.565,3539.3450000000003,1.78,Shake,Head Movement
3539.3450000000003,3541.639,2.294,TurnR,Head Movement
3541.639,3543.531,1.892,Nod,Head Movement
3543.531,3550.3630000000003,6.832,FaceForward,Head Movement
3550.3630000000003,3552.7200000000003,2.357,Shake,Head Movement
3552.7200000000003,3555.069,2.349,TurnL,Head Movement
3555.069,3557.463,2.394,Nod,Head Movement
3557.463,3562.482,5.019,TurnL,Head Movement
3562.482,3564.23,1.748,Nod,Head Movement
3564.23,3568.118,3.888,TurnL,Head Movement
3568.118,3572.241,4.123,FaceForward,Head Movement
3572.243,3574.686,2.443,Nod,Head Movement
3574.686,3575.996,1.31,TurnR,Head Movement
3575.996,3576.996,1.0,FaceForward,Head Movement
3577.001,3577.833,0.832,TurnL,Head Movement
3577.833,3582.389,4.556,TurnR,Head Movement
3582.389,3583.822,1.433,FaceForward,Head Movement
3583.822,3585.0240000000003,1.202,FaceForward,Head Movement
3585.0240000000003,3588.728,3.704,TurnL,Head Movement
3588.728,3590.8050000000003,2.077,FaceDown,Head Movement
3590.8050000000003,3597.935,7.13,TurnL,Head Movement
3597.945,3599.54,1.595,Nod,Head Movement
3599.54,3602.761,3.221,TurnL,Head Movement
